category,text,label
Hostel,I have a neutral view about the hostel.,neutral
Hostel,I am disappointed with the hostel; it was substandard.,negative
Academics,"The academics was average, nothing extraordinary. ubiquitous.",neutral
Events,The events was lamentable and quite problematic. from my perspective.,negative
Canteens,good,positive
Canteens,I am disappointed with the canteens; it was substandard.,negative
Hostel Mess,The hostel mess met basic expectations; no strong opinion.,neutral
Academics,There are serious issues with the academics that should be addressed. enrichment.,negative
Academics,"The academics was average, nothing extraordinary. nuanced.",neutral
Academics,I am disappointed with the academics; it was substandard.,negative
Canteens,The canteens experience was excellent and enriching. in general.,positive
Canteens,"I appreciate the canteens, it was extremely helpful and supportive. frankly speaking.",positive
Hostel Mess,bad,negative
Transport,The transport was lamentable and quite problematic.,negative
Events,The events experience was poor and needs immediate rectification. overall.,negative
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive. overall.",positive
Academics,"Overall, the academics has been a highly positive experience.",positive
Academics,The academics was lamentable and quite problematic.,negative
Academics,I found the academics unsatisfactory and frustrating.,negative
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Academics,I have a neutral view about the academics.,neutral
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Transport,"The transport was average, nothing extraordinary.",neutral
Events,The events was lamentable and quite problematic. from my perspective.,negative
Transport,bad,neutral
Academics,neutral,neutral
Academics,"Overall, the academics has been a highly positive experience. in general.",positive
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Transport,bad,neutral
Events,I am disappointed with the events; it was substandard.,negative
Academics,The academics experience was excellent and enriching.,positive
Hostel,The hostel was lamentable and quite problematic.,negative
Hostel,The hostel was lamentable and quite problematic. to be honest.,negative
Transport,The transport experience was excellent and enriching. from my perspective.,positive
Events,"I appreciate the events, it was extremely helpful and supportive.",positive
Hostel,I am very satisfied with the hostel; it really exceeded expectations.,positive
Academics,The academics met basic expectations; no strong opinion.,neutral
Transport,There are serious issues with the transport that should be addressed.,negative
Transport,good,negative
Hostel,The hostel experience was excellent and enriching.,positive
Events,I am disappointed with the events; it was substandard.,negative
Canteens,The canteens was lamentable and quite problematic.,negative
Events,The events experience was excellent and enriching.,positive
Transport,The transport met basic expectations; no strong opinion. detrimental.,neutral
Transport,good,neutral
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations.,positive
Hostel,The hostel team handled things brilliantly — commendable effort.,positive
Transport,The transport met basic expectations; no strong opinion.,neutral
Events,The events was lamentable and quite problematic.,negative
Events,"It was adequate for the events, could be improved.",neutral
Transport,The transport was lamentable and quite problematic. in general.,negative
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Canteens,"The canteens was average, nothing extraordinary.",neutral
Events,There are serious issues with the events that should be addressed.,negative
Hostel Mess,I found the hostel mess unsatisfactory and frustrating.,negative
Transport,I have a neutral view about the transport.,neutral
Events,"I appreciate the events, it was extremely helpful and supportive.",positive
Canteens,The canteens team handled things brilliantly — commendable effort. in general.,positive
Events,I am disappointed with the events; it was substandard.,negative
Canteens,excellent,neutral
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Canteens,"It felt typical regarding the canteens, neither good nor bad.",neutral
Academics,The academics experience was excellent and enriching.,positive
Hostel,There are serious issues with the hostel that should be addressed. overall.,negative
Events,The events was lamentable and quite problematic.,negative
Canteens,The canteens met basic expectations; no strong opinion. facilitate.,neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. ameliorate.,positive
Events,"I appreciate the events, it was extremely helpful and supportive.",positive
Canteens,"The canteens was average, nothing extraordinary.",neutral
Canteens,The canteens met basic expectations; no strong opinion.,neutral
Transport,I am disappointed with the transport; it was substandard.,negative
Academics,I found the academics unsatisfactory and frustrating.,negative
Transport,I am disappointed with the transport; it was substandard.,negative
Academics,I am disappointed with the academics; it was substandard.,negative
Hostel,The hostel team handled things brilliantly — commendable effort. to be honest.,positive
Academics,I have a neutral view about the academics.,neutral
